"","name","url","rent","admin","deposit","key_money","shozaichi","ekitoho_1","ekitoho_2","ekitoho_3","floor_plan","floor_plan_detail","area","age","floor","muki","kouzou","lat","lng","details","flag_teikishakuya","rent_total","dist_nakanosakaue","flag_not_unitbath","flag_kado","flag_yokushitsu_kansou","flag_autolock","flag_takuhai","flag_3_konro","flag_2_konro","flag_onsui"
"614","MARE（マーレ） 401号室","https://suumo.jp/chintai/jnc_000013457063/?bc=100078385757",160000,5000,320000,160000,"東京都中野区弥生町２","東京メトロ丸ノ内線/中野新橋駅 歩2分","東京メトロ丸ノ内線/中野坂上駅 歩13分","東京メトロ丸ノ内線/新中野駅 歩15分","1DK","洋6 DK7",37.16,9,4,"東","鉄筋コン",35.6921735666535,139.675680708884,"バストイレ別、バルコニー、エアコン、クロゼット、フローリング、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、追焚機能浴室、角住戸、脱衣所、エレベーター、洗面所独立、2口コンロ、宅配ボックス、即入居可、最上階、防犯カメラ、全居室洋室、全居室フローリング、ガスレンジ付、2面バルコニー、デザイナーズ、2沿線利用可、エアコン2台、メゾネット、複層ガラス、2駅利用可、駅徒歩5分以内、駅徒歩10分以内、都市ガス、初期費用カード決済可",0,165000,803.155512751724,1,1,1,1,1,0,1,0
"615","マーレ","https://suumo.jp/chintai/jnc_000047066845/?bc=100147044120",160000,5000,320000,160000,"東京都中野区弥生町２","東京メトロ丸ノ内線/中野新橋駅 歩2分","東京メトロ丸ノ内線/新中野駅 歩12分","都営大江戸線/西新宿五丁目駅 歩13分","1LDK","洋6 LDK10",37.16,9,4,"-","鉄筋コン",35.6920449669838,139.675548781296,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、オートロック、室内洗濯置、シューズボックス、システムキッチン、追焚機能浴室、エレベーター、洗面所独立、2口コンロ、宅配ボックス、光ファイバー、即入居可、最上階、BS・CS、オートバス、仲介手数料不要、全居室フローリング、デザイナーズ、3面採光、CS、ルーフバルコニー、3面バルコニー、上階無し、敷地内ごみ置き場、都市ガス、BS、リノベーション、初期費用カード決済可",0,165000,821.602910914741,1,0,0,1,1,0,1,0
"616","ラ・レジダンス・ド・エチュード","https://suumo.jp/chintai/jnc_000047420445/?bc=100150368033",50000,6200,50000,0,"東京都中野区本町３","東京メトロ丸ノ内線/中野坂上駅 歩9分","東京メトロ丸ノ内線/中野新橋駅 歩7分","東京メトロ丸ノ内線/新中野駅 歩3分","ワンルーム","洋6",16.01,33,2,"南","鉄筋コン",35.69614308445,139.675055602816,"バルコニー、エアコン、クロゼット、オートロック、シューズボックス、南向き、角住戸、CATV、光ファイバー、外壁タイル張り、礼金不要、IHクッキングヒーター、分譲賃貸、保証人不要、冷蔵庫、CATVインターネット、2沿線利用可、クッションフロア、ネット専用回線、全室南向き、エアコン全室、保証金不要、コインランドリー、南面リビング、2駅利用可、3駅以上利用可、駅徒歩10分以内、敷地内ごみ置き場、都市ガス、玄関収納、初期費用カード決済可",0,56200,656.703054094918,0,1,0,1,0,0,0,0
"617","東京メトロ丸ノ内線 中野新橋駅 4階建 築33年","https://suumo.jp/chintai/jnc_000047457811/?bc=100149051208",50000,6200,50000,0,"東京都中野区本町３","東京メトロ丸ノ内線/中野新橋駅 歩7分","都営大江戸線/中野坂上駅 歩9分","ＪＲ総武線/中野駅 歩15分","ワンルーム","洋5.5",16.01,33,2,"南","鉄筋コン",35.69614308445,139.675055602816,"バルコニー、クロゼット、オートロック、シューズボックス、南向き、CATV、光ファイバー、礼金不要、敷金1ヶ月、2沿線利用可、2駅利用可、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、都市ガス、高速ネット対応、年内入居可、保証会社利用可",0,56200,656.703054094918,0,0,0,1,0,0,0,0
"618","メゾン・ド・ノワ","https://suumo.jp/chintai/jnc_000047727705/?bc=100150239072",140000,3000,140000,140000,"東京都中野区東中野２","ＪＲ中央線/東中野駅 歩7分","東京メトロ東西線/落合駅 歩11分","ＪＲ中央線/中野駅 歩16分","1LDK","洋5.3 LDK10.3",38.7,3,2,"南東","軽量鉄骨",35.7057004191486,139.679110408952,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、シャワー付洗面台、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、追焚機能浴室、角住戸、温水洗浄便座、脱衣所、洗面所独立、洗面化粧台、駐輪場、光ファイバー、2面採光、3口以上コンロ、照明付、オートバス、グリル付、全居室洋室、ウォークインクロゼット、保証人不要、全居室フローリング、ガスレンジ付、エアコン2台、ネット専用回線、キッチンに窓、浴室に窓、築3年以内、始発駅、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、東南向き、都市ガス、洗面所にドア、南面バルコニー、玄関収納、年内入居可、初期費用カード決済可",1,143000,998.788466846245,1,1,1,1,0,1,0,1
"619","落合アパート 3号室","https://suumo.jp/chintai/jnc_000047890191/?bc=100150659412",30000,0,0,0,"東京都中野区本町１","都営大江戸線/中野坂上駅 歩4分","都営大江戸線/西新宿五丁目駅 歩9分","東京メトロ丸ノ内線/西新宿駅 歩11分","1K","和6 K1",14,59,2,"南","木造",35.6946402042773,139.685005340798,"エアコン、ガスコンロ対応、南向き、角住戸、押入、即入居可、2面採光、最上階、2沿線利用可、保証金不要、3駅以上利用可、駅徒歩5分以内、上階無し、和室、都市ガス、敷金・礼金不要、初期費用カード決済可",0,30000,368.42732044653,0,1,0,0,0,0,0,0
"620","都営大江戸線 中野坂上駅 地下1地上4階建 築35年","https://suumo.jp/chintai/jnc_000047738291/?bc=100147194339",52000,5000,52000,0,"東京都中野区弥生町１","都営大江戸線/中野坂上駅 歩9分","都営大江戸線/西新宿五丁目駅 歩7分","東京メトロ丸ノ内線/中野新橋駅 歩10分","ワンルーム","洋6",13.7,35,1,"北","鉄筋コン",35.6908435902065,139.681148889981,"バルコニー、エアコン、ガスコンロ対応、クロゼット、シューズボックス、角住戸、2口コンロ、光ファイバー、礼金不要、2面採光、保証人不要、2沿線利用可、ネット専用回線、保証金不要、3方角住戸、2駅利用可、3駅以上利用可、駅徒歩10分以内、玄関収納、初期費用カード決済可",0,57000,696.98872731413,0,1,0,0,0,0,1,0
"621","都営大江戸線 西新宿五丁目駅 地下1地上4階建 築35年","https://suumo.jp/chintai/jnc_000047738290/?bc=100145899815",55000,5000,0,0,"東京都中野区弥生町１","都営大江戸線/西新宿五丁目駅 歩6分","東京メトロ丸ノ内線/中野坂上駅 歩9分","東京メトロ丸ノ内線/中野新橋駅 歩9分","ワンルーム","洋5.5",13.72,35,2,"東","鉄筋コン",35.6908435902065,139.681148889981,"バルコニー、エアコン、フローリング、駐輪場、光ファイバー、礼金不要、2面採光、敷金不要、2沿線利用可、保証金不要、2駅利用可、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、都市ガス、敷金・礼金不要、初期費用30万円以下、初期費用カード決済可",0,60000,696.98872731413,0,0,0,0,0,0,0,0
"622","鈴木荘 101号室","https://suumo.jp/chintai/jnc_000044988725/?bc=100139029756",50000,0,50000,50000,"東京都中野区本町１","東京メトロ丸ノ内線/中野坂上駅 歩9分","都営大江戸線/西新宿五丁目駅 歩10分","東京メトロ丸ノ内線/西新宿駅 歩14分","1K","洋6",21,49,2,"東","木造",35.6938827763683,139.684456808273,"バルコニー、エアコン、即入居可、閑静な住宅地、最上階",0,50000,406.771108613786,0,0,0,0,0,0,0,0
"623","東京メトロ丸ノ内線 中野坂上駅 2階建 築49年","https://suumo.jp/chintai/jnc_000044902725/?bc=100139032086",50000,0,50000,50000,"東京都中野区本町１","東京メトロ丸ノ内線/中野坂上駅 歩9分","都営大江戸線/西新宿五丁目駅 歩10分","東京メトロ丸ノ内線/西新宿駅 歩14分","1K","洋6",21,49,2,"東","木造",35.6938827763683,139.684456808273,"バルコニー、エアコン、即入居可、閑静な住宅地、最上階",0,50000,406.771108613786,0,0,0,0,0,0,0,0
"624","ＪＲ総武線 東中野駅 3階建 築34年","https://suumo.jp/chintai/jnc_000041069568/?bc=100151718436",98000,0,98000,98000,"東京都中野区東中野１","ＪＲ総武線/東中野駅 歩5分","東京メトロ丸ノ内線/中野坂上駅 歩10分","東京メトロ東西線/落合駅 歩11分","1LDK","洋7.2 LDK8",33.15,34,2,"東","鉄筋コン",35.7026253904205,139.685005019003,"バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、角住戸、脱衣所、2口コンロ、駐輪場、CATV、光ファイバー、閑静な住宅地、2面採光、BS・CS、対面式キッチン、分譲賃貸、グリル付、東南角住戸、敷金1ヶ月、バイク置場、玄関ホール、3駅以上利用可、3沿線以上利用可、駅徒歩5分以内、敷地内ごみ置き場、都市ガス、ワイドバルコニー、礼金1ヶ月、初期費用カード決済可",0,98000,666.447802824199,0,1,0,1,0,0,1,0
"625","プレ西新宿","https://suumo.jp/chintai/jnc_000047701710/?bc=100150005251",134000,6000,134000,134000,"東京都新宿区西新宿５","都営大江戸線/西新宿五丁目駅 歩5分","東京メトロ丸ノ内線/中野坂上駅 歩11分","都営大江戸線/都庁前駅 歩14分","1LDK","洋5 LDK10",40.96,17,2,"南西","木造",35.6922257692068,139.685459009427,"バストイレ別、バルコニー、エアコン、クロゼット、フローリング、シャワー付洗面台、室内洗濯置、陽当り良好、シューズボックス、追焚機能浴室、角住戸、脱衣所、洗面所独立、洗面化粧台、2口コンロ、駐輪場、CATV、2面採光、最上階、出窓、ロフト、オートバス、敷金1ヶ月、CATVインターネット、全居室フローリング、玄関ホール、3面採光、2沿線利用可、メゾネット、ネット専用回線、ネット使用料不要、キッチンに窓、全室南向き、保証金不要、1フロア2住戸、複層ガラス、南面2室、南面リビング、3方角住戸、3駅以上利用可、駅徒歩5分以内、上階無し、南西向き、都市ガス、洗面所にドア、南面バルコニー、BS、高速ネット対応、礼金1ヶ月、初期費用カード決済可",0,140000,611.521641513797,1,1,0,0,0,0,1,0
"626","東京メトロ丸ノ内線 中野新橋駅 2階建 築54年","https://suumo.jp/chintai/jnc_000047946135/?bc=100150874751",29000,0,29000,29000,"東京都中野区本町３","東京メトロ丸ノ内線/中野新橋駅 歩7分","東京メトロ丸ノ内線/中野坂上駅 歩8分",NA,"ワンルーム","和6 K1",12,54,2,"-","木造",35.6960711689961,139.675782763783,"エアコン、駐輪場、即入居可、仲介手数料不要、敷金1ヶ月、2沿線利用可、保証金不要、トイレ2ヶ所、学生相談、2駅利用可、駅徒歩10分以内、礼金1ヶ月",1,29000,593.209521739052,0,0,0,0,0,0,0,0
"627","東京メトロ丸ノ内線 中野坂上駅 2階建 築54年","https://suumo.jp/chintai/jnc_000047861209/?bc=100149118326",50000,2000,50000,50000,"東京都中野区本町３","東京メトロ丸ノ内線/中野坂上駅 歩7分",NA,NA,"ワンルーム","洋6",14.62,54,1,"東","木造",35.6959639625696,139.675895813774,"エアコン、フローリング、室内洗濯置、角住戸、駐輪場、即入居可、バイク置場、ガスレンジ付、駅徒歩10分以内、都市ガス",0,52000,585.522507527436,0,1,0,0,0,0,0,0
"628","タテシナハイツ 201号室","https://suumo.jp/chintai/jnc_000044517452/?bc=100137790973",53000,0,53000,0,"東京都中野区中央１","都営大江戸線/中野坂上駅 歩10分","都営大江戸線/東中野駅 歩13分","東京メトロ丸ノ内線/西新宿駅 歩19分","1K","洋6",18,43,2,"-","木造",35.700565657361,139.686053899379,"バストイレ別、エアコン、フローリング、角住戸、2口コンロ、即入居可、最上階",0,53000,520.731109226574,1,1,0,0,0,0,1,0
"629","東京メトロ丸ノ内線 中野坂上駅 2階建 築33年","https://suumo.jp/chintai/jnc_000048225391/?bc=100141423155",40000,1000,40000,40000,"東京都中野区中央２","東京メトロ丸ノ内線/中野坂上駅 歩9分","ＪＲ中央線/中野駅 歩19分","ＪＲ中央線/東中野駅 歩20分","ワンルーム","-",9.53,33,1,"南東","木造",35.6994535654386,139.676352018637,"エアコン、ガスコンロ対応、クロゼット、フローリング、角住戸、外壁タイル張り、即入居可、2面採光、照明付、全居室収納、全居室洋室、敷金1ヶ月、全居室フローリング、2沿線利用可、ネット専用回線、エアコン全室、全室2面採光、2駅利用可、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、東南向き、都市ガス、礼金1ヶ月、保証会社利用可、初期費用カード決済可",0,41000,593.831625564927,0,1,0,0,0,0,0,0
"630","東京メトロ丸ノ内線 中野坂上駅 4階建 築11年","https://suumo.jp/chintai/jnc_000047500589/?bc=100149378846",88000,5000,88000,88000,"東京都中野区本町５","東京メトロ丸ノ内線/中野坂上駅 歩15分","東京メトロ丸ノ内線/中野新橋駅 歩2分","東京メトロ丸ノ内線/新中野駅 歩9分","1K","洋6.4 K2.5",21.1,11,2,"南","鉄筋コン",35.6930375703362,139.673415041096,"バストイレ別、バルコニー、エアコン、クロゼット、フローリング、TVインターホン、オートロック、室内洗濯置、シューズボックス、システムキッチン、南向き、角住戸、温水洗浄便座、脱衣所、エレベーター、洗面所独立、駐輪場、CATV、光ファイバー、外壁タイル張り、閑静な住宅地、2面採光、防犯カメラ、独立型キッチン、IHクッキングヒーター、単身者相談、敷金1ヶ月、24時間緊急通報システム、全居室フローリング、2沿線利用可、ディンプルキー、CS、眺望良好、保証金不要、24時間換気システム、3駅以上利用可、駅徒歩5分以内、駅徒歩10分以内、敷地内ごみ置き場、都市ガス、礼金1ヶ月、保証会社利用可",0,93000,913.847074291058,1,1,0,1,0,0,0,1
"631","東京メトロ丸ノ内線 中野新橋駅 4階建 築11年","https://suumo.jp/chintai/jnc_000046958809/?bc=100147296435",89000,5000,89000,89000,"東京都中野区本町５","東京メトロ丸ノ内線/中野新橋駅 歩2分","東京メトロ丸ノ内線/新中野駅 歩11分","東京メトロ丸ノ内線/中野富士見町駅 歩10分","1K","-",21.21,11,3,"南西","鉄筋コン",35.6930281272448,139.67342392958,"バストイレ別、バルコニー、エアコン、フローリング、オートロック、室内洗濯置、エレベーター、CATV、IHクッキングヒーター、CS",0,94000,913.658445169592,1,0,0,1,0,0,0,0
"632","東京メトロ丸ノ内線 中野新橋駅 4階建 築11年","https://suumo.jp/chintai/jnc_000047293407/?bc=100150769103",92000,5000,92000,92000,"東京都中野区本町５","東京メトロ丸ノ内線/中野新橋駅 歩2分","東京メトロ丸ノ内線/中野坂上駅 歩15分","ＪＲ中央線/中野駅 歩20分","1K","洋6.4",21.21,11,4,"南西","鉄筋コン",35.6930378476779,139.673400320165,"バストイレ別、バルコニー、エアコン、クロゼット、フローリング、TVインターホン、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、角住戸、温水洗浄便座、エレベーター、洗面所独立、洗面化粧台、駐輪場、CATV、外壁タイル張り、2面採光、防犯カメラ、IHクッキングヒーター、全居室洋室、保証人不要、単身者相談、敷金1ヶ月、南西角住戸、デザイナーズ、2沿線利用可、ディンプルキー、CS、眺望良好、エアコン全室、保証金不要、24時間換気システム、耐火構造、耐震構造、2駅利用可、駅徒歩5分以内、24時間ゴミ出し可、敷地内ごみ置き場、南西向き、全居室6畳以上、縦型照明付洗面化粧台、BS、礼金1ヶ月、IT重説 対応物件、通風良好",0,97000,914.994601011355,1,1,0,1,0,0,0,1
"633","東京メトロ丸ノ内線 中野新橋駅 4階建 築11年","https://suumo.jp/chintai/jnc_000047353494/?bc=100148647637",92000,5000,92000,92000,"東京都中野区本町５","東京メトロ丸ノ内線/中野新橋駅 歩2分","東京メトロ丸ノ内線/中野富士見町駅 歩10分","東京メトロ丸ノ内線/中野坂上駅 歩10分","1K","洋6.4 K2",21.21,11,3,"南西","鉄筋コン",35.6930281272448,139.67342392958,"バストイレ別、バルコニー、エアコン、クロゼット、フローリング、シャワー付洗面台、TVインターホン、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、南向き、温水洗浄便座、脱衣所、エレベーター、洗面所独立、洗面化粧台、駐輪場、光ファイバー、2面採光、IHクッキングヒーター、オートバス、保証人不要、全居室フローリング、2沿線利用可、眺望良好、2駅利用可、3駅以上利用可、3沿線以上利用可、駅徒歩5分以内、駅徒歩10分以内、敷地内ごみ置き場、南西向き、都市ガス、南面バルコニー、保証会社利用可、IT重説 対応物件、初期費用カード決済可、通風良好",0,97000,913.658445169592,1,0,0,1,0,0,0,1
"634","セザール中野 401号室","https://suumo.jp/chintai/jnc_000046815492/?bc=100146668847",54000,5000,54000,54000,"東京都中野区中央３","都営大江戸線/中野坂上駅 歩10分","東京メトロ丸ノ内線/新中野駅 歩8分",NA,"ワンルーム","洋5",16,30,4,"東","鉄筋コン",35.6998456933535,139.674684649087,"バルコニー、エアコン、オートロック、室内洗濯置、シューズボックス、エレベーター、駐輪場、CATV、光ファイバー、即入居可、照明付、電気コンロ、敷金1ヶ月、2沿線利用可、保証金不要、2駅利用可、駅徒歩10分以内、都市ガス、礼金1ヶ月",0,59000,748.826610184051,0,0,0,1,0,0,0,0
"635","ミホコーポ","https://suumo.jp/chintai/jnc_000020045188/?bc=100149838815",45000,0,0,45000,"東京都中野区中野１","東京メトロ丸ノ内線/中野坂上駅 歩9分","ＪＲ中央線/東中野駅 歩10分","ＪＲ中央線/中野駅 歩19分","ワンルーム","洋4",12.42,36,1,"西","木造",35.701350958626,139.680327147177,"エアコン、ガスコンロ対応、フローリング、光ファイバー、敷金不要、照明付、玄関ホール、ネット専用回線、始発駅、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、都市ガス、年内入居可、礼金1ヶ月、保証会社利用可、初期費用カード決済可",0,45000,505.654611667735,0,0,0,0,0,0,0,0
"636","東京メトロ丸ノ内線 中野坂上駅 2階建 築30年","https://suumo.jp/chintai/jnc_000047602949/?bc=100149802935",43000,2000,43000,0,"東京都中野区中央２","東京メトロ丸ノ内線/中野坂上駅 歩1分","ＪＲ中央線/東中野駅 歩14分","都営大江戸線/西新宿五丁目駅 歩16分","ワンルーム","洋6 ロフト 3",14.9,30,1,"南","木造",35.6980816633577,139.681909918759,"エアコン、フローリング、室内洗濯置、シューズボックス、南向き、礼金不要、ロフト、24時間緊急通報システム、2沿線利用可、2駅利用可、3駅以上利用可、3沿線以上利用可、駅徒歩5分以内、駅徒歩10分以内、都市ガス、玄関収納、保証会社利用可、初期費用カード決済可",1,45000,116.414430509656,0,0,0,0,0,0,0,0
"637","メゾンカメリア","https://suumo.jp/chintai/jnc_000047627232/?bc=100150054242",43000,2000,43000,0,"東京都中野区中央２","東京メトロ丸ノ内線/中野坂上駅 歩1分","東京メトロ丸ノ内線/西新宿駅 歩14分","ＪＲ中央線/東中野駅 歩14分","ワンルーム","洋6 ロフト 3",14.9,30,2,"南","木造",35.6980816633577,139.681909918759,"エアコン、フローリング、室内洗濯置、シューズボックス、システムキッチン、南向き、角住戸、礼金不要、最上階、ロフト、全居室フローリング、2沿線利用可、ネット専用回線、全室南向き、エアコン全室、保証金不要、南面リビング、2駅利用可、3駅以上利用可、駅徒歩5分以内、駅徒歩10分以内、上階無し、玄関収納、保証会社利用可、初期費用カード決済可",1,45000,116.414430509656,0,1,0,0,0,0,0,0
"638","光映ハウス","https://suumo.jp/chintai/jnc_000048127647/?bc=100151581208",115000,0,115000,115000,"東京都中野区本町３","東京メトロ丸ノ内線/中野新橋駅 歩6分","東京メトロ丸ノ内線/中野坂上駅 歩10分","東京メトロ丸ノ内線/新中野駅 歩12分","1DK","洋7 DK6.7",37.47,19,3,"東","鉄筋コン",35.6954778783135,139.674818151294,"バストイレ別、バルコニー、エアコン、クロゼット、フローリング、オートロック、室内洗濯置、シューズボックス、システムキッチン、角住戸、脱衣所、洗面所独立、外壁タイル張り、閑静な住宅地、最上階、3口以上コンロ、グリル付、全居室洋室、二人入居相談、全居室フローリング、2沿線利用可、2駅利用可、駅徒歩10分以内、全居室6畳以上、都市ガス、洗面所にドア",0,115000,692.919802678378,1,1,0,1,0,1,0,0
"639","都営大江戸線 西新宿五丁目駅 60階建 築2年","https://suumo.jp/chintai/jnc_000039157340/?bc=100150999688",190000,0,190000,190000,"東京都新宿区西新宿５","都営大江戸線/西新宿五丁目駅 歩7分","東京メトロ丸ノ内線/西新宿駅 歩9分","都営大江戸線/中野坂上駅 歩10分","ワンルーム","洋12.6",35.66,2,32,"北東","鉄筋コン",35.6924649108092,139.685543714589,"バストイレ別、バルコニー、エアコン、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、陽当り良好、システムキッチン、追焚機能浴室、温水洗浄便座、脱衣所、エレベーター、洗面所独立、2口コンロ、駐輪場、宅配ボックス、CATV、光ファイバー、即入居可、BS・CS、防犯カメラ、IHクッキングヒーター、24時間有人管理、分譲賃貸、オートバス、グリル付、ウォークインクロゼット、保証人不要、敷金1ヶ月、バイク置場、全居室フローリング、玄関ホール、2沿線利用可、ディスポーザー、築2年以内、3駅以上利用可、駅徒歩10分以内、タワー型マンション、24時間ゴミ出し可、敷地内ごみ置き場、都市ガス、ワイドバルコニー、シューズWIC、LAN、礼金1ヶ月、初期費用カード決済可",0,190000,592.220296538252,1,0,1,1,1,0,1,1
"640","ヴィラ・ベージュ","https://suumo.jp/chintai/jnc_000042003766/?bc=100150654270",126000,4000,126000,126000,"東京都中野区中央３","東京メトロ丸ノ内線/新中野駅 歩6分","東京メトロ丸ノ内線/中野坂上駅 歩11分","ＪＲ中央線/中野駅 歩16分","2DK","洋6 洋6 DK7",45.37,28,1,"南","鉄筋コン",35.6989496568826,139.67360978076,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、南向き、温水洗浄便座、脱衣所、洗面所独立、洗面化粧台、駐輪場、3口以上コンロ、グリル付、振分、仲介手数料不要、敷金1ヶ月、二人入居相談、全居室フローリング、2沿線利用可、エアコン2台、床下収納、2駅利用可、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、敷地内ごみ置き場、都市ガス、南面バルコニー、礼金1ヶ月、初期費用カード決済可、通風良好",0,130000,807.137359065173,1,0,0,0,0,1,0,1
"641","ヴィラベージュ","https://suumo.jp/chintai/jnc_000047210586/?bc=100151856164",135000,5000,135000,135000,"東京都中野区中央３","東京メトロ丸ノ内線/新中野駅 歩5分","都営大江戸線/中野坂上駅 歩10分","ＪＲ中央線/中野駅 歩17分","2DK","洋6 洋6 DK7",45.37,27,2,"南","鉄筋コン",35.6988241110493,139.673432579345,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、シャワー付洗面台、TVインターホン、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、南向き、脱衣所、洗面所独立、洗面化粧台、駐輪場、光ファイバー、外壁タイル張り、即入居可、閑静な住宅地、3口以上コンロ、グリル付、全居室洋室、振分、敷金1ヶ月、全居室フローリング、玄関ホール、エアコン2台、ネット専用回線、内装リフォーム済、保証金不要、始発駅、3駅以上利用可、3沿線以上利用可、駅前、駅徒歩5分以内、全居室6畳以上、都市ガス、洗面所にドア、ワイドバルコニー、南面バルコニー、高速ネット対応、礼金1ヶ月、初期費用カード決済可",0,140000,819.206175457037,1,0,0,0,0,1,0,0
"642","東京メトロ丸ノ内線 中野坂上駅 4階建 築28年","https://suumo.jp/chintai/jnc_000048103864/?bc=100150193162",60000,3000,60000,60000,"東京都新宿区北新宿２","東京メトロ丸ノ内線/中野坂上駅 歩11分","東京メトロ丸ノ内線/西新宿駅 歩14分","ＪＲ中央線/大久保駅 歩12分","ワンルーム","洋8",17.01,28,3,"東","鉄筋コン",35.7003988024207,139.688664789356,"エアコン、ガスコンロ対応、フローリング、システムキッチン、即入居可、閑静な住宅地、2面採光、敷金1ヶ月、二人入居相談、保証金不要、事務所相談、全室2面採光、3駅以上利用可、3沿線以上利用可、都市ガス、礼金1ヶ月、保証会社利用可、初期費用カード決済可",0,63000,690.517216839684,0,0,0,0,0,0,0,0
"643","東京メトロ丸ノ内線 中野新橋駅 4階建 築15年","https://suumo.jp/chintai/jnc_000025957390/?bc=100151492336",135000,10000,135000,135000,"東京都中野区弥生町２","東京メトロ丸ノ内線/中野新橋駅 歩3分","都営大江戸線/西新宿五丁目駅 歩10分","東京メトロ丸ノ内線/中野坂上駅 歩12分","1LDK","洋6 LDK12",47.43,15,4,"南","鉄筋コン",35.6917394615086,139.676082079783,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、南向き、角住戸、温水洗浄便座、脱衣所、エレベーター、洗面所独立、洗面化粧台、2口コンロ、駐輪場、宅配ボックス、CATV、光ファイバー、外壁タイル張り、即入居可、閑静な住宅地、2面採光、最上階、対面式キッチン、ペット相談、オートバス、グリル付、敷金1ヶ月、全居室フローリング、玄関ホール、2沿線利用可、ディンプルキー、保証金不要、南面リビング、3駅以上利用可、駅徒歩5分以内、24時間ゴミ出し可、敷地内ごみ置き場、LDK12畳以上、都市ガス、南面バルコニー、礼金1ヶ月、保証会社利用可、初期費用カード決済可",0,145000,811.139506801787,1,1,0,1,1,0,1,1
"644","ＪＲ総武線 東中野駅 2階建 新築","https://suumo.jp/chintai/jnc_000047532965/?bc=100149396058",135000,2000,135000,135000,"東京都中野区東中野１","ＪＲ総武線/東中野駅 歩3分","東京メトロ東西線/落合駅 歩10分","東京メトロ丸ノ内線/中野坂上駅 歩10分","1LDK","洋7.5 LDK9",35.19,0,1,"北","木造",35.7041632990021,139.686108471656,"バストイレ別、バルコニー、エアコン、クロゼット、フローリング、TVインターホン、浴室乾燥機、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、追焚機能浴室、角住戸、脱衣所、洗面所独立、2口コンロ、光ファイバー、閑静な住宅地、2面採光、IHクッキングヒーター、敷金1ヶ月、全居室フローリング、玄関ホール、3面採光、1フロア2住戸、築2年以内、24時間換気システム、南面リビング、3駅以上利用可、3沿線以上利用可、駅徒歩5分以内、敷地内ごみ置き場、都市ガス、南面バルコニー、LAN、礼金1ヶ月、初期費用カード決済可",0,137000,862.620733160959,1,1,1,0,0,0,1,0
"645","ＪＲ総武線 東中野駅 2階建 新築","https://suumo.jp/chintai/jnc_000047532964/?bc=100149396068",135000,2000,135000,135000,"東京都中野区東中野１","ＪＲ総武線/東中野駅 歩3分","東京メトロ東西線/落合駅 歩10分","東京メトロ丸ノ内線/中野坂上駅 歩10分","1LDK","洋7.5 LDK9",35.19,0,1,"南","木造",35.7041632990021,139.686108471656,"バストイレ別、バルコニー、エアコン、クロゼット、フローリング、TVインターホン、浴室乾燥機、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、南向き、追焚機能浴室、角住戸、脱衣所、洗面所独立、2口コンロ、光ファイバー、閑静な住宅地、2面採光、IHクッキングヒーター、東南角住戸、敷金1ヶ月、南西角住戸、全居室フローリング、玄関ホール、3面採光、全室南向き、1フロア2住戸、築2年以内、24時間換気システム、南面リビング、3駅以上利用可、3沿線以上利用可、駅徒歩5分以内、敷地内ごみ置き場、都市ガス、南面バルコニー、LAN、礼金1ヶ月、初期費用カード決済可",0,137000,862.620733160959,1,1,1,0,0,0,1,0
