"","name","url","rent","admin","deposit","key_money","shozaichi","ekitoho_1","ekitoho_2","ekitoho_3","floor_plan","floor_plan_detail","area","age","floor","muki","kouzou","lat","lng","details","flag_teikishakuya","rent_total","dist_nakanosakaue","flag_not_unitbath","flag_kado","flag_yokushitsu_kansou","flag_autolock","flag_takuhai","flag_3_konro","flag_2_konro","flag_onsui"
"163","シャトーソレイユ","https://suumo.jp/chintai/jnc_000048077750/?bc=100152028789",105000,4000,105000,105000,"東京都中野区本町３","東京メトロ丸ノ内線/新中野駅 歩7分","東京メトロ丸ノ内線/中野新橋駅 歩8分","東京メトロ丸ノ内線/中野坂上駅 歩10分","1DK","洋6.6 DK7.1",30.24,3,1,"東","鉄筋コン",35.6964766635032,139.675310566522,"バストイレ別、エアコン、ガスコンロ対応、クロゼット、フローリング、シャワー付洗面台、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、追焚機能浴室、角住戸、温水洗浄便座、脱衣所、洗面所独立、2口コンロ、駐輪場、宅配ボックス、外壁タイル張り、閑静な住宅地、2面採光、全居室収納、東南角住戸、敷金1ヶ月、二人入居相談、全居室フローリング、仲手0.54ヶ月、ディンプルキー、ネット使用料不要、エアコン全室、ダブルロックキー、保証金不要、24時間換気システム、高温差湯式、平坦地、ルームシェア相談、全室2面採光、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、風除室、都市ガス、洗面所にドア、室内物干機、礼金1ヶ月",1,109000,629.012505118821,1,1,1,1,1,0,1,1
"164","アーバンプレイス中野坂上","https://suumo.jp/chintai/jnc_000048150109/?bc=100151688087",65000,4000,65000,32500,"東京都中野区本町２","東京メトロ丸ノ内線/中野坂上駅 歩6分","都営大江戸線/西新宿五丁目駅 歩9分","東京メトロ丸ノ内線/中野新橋駅 歩9分","ワンルーム","ロフト 2",10.38,0,2,"東","木造",35.6933643928068,139.68047329249,"エアコン、ガスコンロ対応、クロゼット、フローリング、浴室乾燥機、オートロック、室内洗濯置、角住戸、温水洗浄便座、照明付、CATVインターネット、2沿線利用可、複層ガラス、耐火構造、3駅以上利用可、駅徒歩10分以内、都市ガス",0,69000,439.973213641277,0,1,1,1,0,0,0,1
"165","東京メトロ丸ノ内線 中野坂上駅 4階建 築9年","https://suumo.jp/chintai/jnc_000048094649/?bc=100151468718",92000,0,92000,92000,"東京都新宿区北新宿２","東京メトロ丸ノ内線/中野坂上駅 歩9分","東京メトロ丸ノ内線/西新宿駅 歩7分","ＪＲ総武線/大久保駅 歩14分","1K","洋7.1 K2",25.4,9,3,"南","鉄筋コン",35.6990084503402,139.690283314864,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、南向き、角住戸、温水洗浄便座、脱衣所、エレベーター、洗面所独立、洗面化粧台、駐輪場、宅配ボックス、CATV、光ファイバー、外壁タイル張り、閑静な住宅地、2面採光、最上階、BS・CS、防犯カメラ、IHクッキングヒーター、ウォークインクロゼット、敷金1ヶ月、CATVインターネット、全居室フローリング、玄関ホール、2沿線利用可、ディンプルキー、駅まで平坦、内装リフォーム済、耐震構造、3駅以上利用可、駅徒歩10分以内、上階無し、礼金1ヶ月、通風良好",0,92000,760.74129949652,1,1,1,1,1,0,0,1
"166","シャルマン中野坂上","https://suumo.jp/chintai/jnc_000047976996/?bc=100150991000",105000,10000,105000,105000,"東京都中野区中央１","東京メトロ丸ノ内線/中野坂上駅 歩3分","ＪＲ中央線/東中野駅 歩14分","東京メトロ丸ノ内線/西新宿駅 歩12分","1DK","洋6 LDK8",32.4,33,5,"東","鉄筋コン",35.6973129718634,139.685812662492,"バルコニー、エアコン、クロゼット、フローリング、オートロック、室内洗濯置、シューズボックス、システムキッチン、角住戸、脱衣所、エレベーター、2口コンロ、CATV、2面採光、最上階、IHクッキングヒーター、分譲賃貸、敷金1ヶ月、二人入居相談、2面バルコニー、2沿線利用可、保証金不要、ルーフバルコニー、3方角住戸、始発駅、3駅以上利用可、駅徒歩5分以内、上階無し、都市ガス、礼金1ヶ月、初期費用カード決済可",0,115000,326.062281753423,0,1,0,1,0,0,1,0
"167","東京メトロ丸ノ内線 中野坂上駅 4階建 築2年","https://suumo.jp/chintai/jnc_000048177737/?bc=100151857079",94000,5000,0,94000,"東京都中野区中央１","東京メトロ丸ノ内線/中野坂上駅 歩10分","ＪＲ中央線/東中野駅 歩10分","東京メトロ丸ノ内線/西新宿駅 歩15分","1K","洋7",25.87,2,4,"西","鉄筋コン",35.7007345472063,139.686814937292,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、フローリング、TVインターホン、浴室乾燥機、室内洗濯置、シューズボックス、システムキッチン、追焚機能浴室、温水洗浄便座、エレベーター、洗面所独立、2口コンロ、駐輪場、CATV、光ファイバー、BS・CS、敷金不要、照明付、保証人不要、CS、保証金不要、敷地内ごみ置き場、都市ガス、BS、礼金1ヶ月、保証会社利用可、初期費用カード決済可",0,99000,581.875431733927,1,0,1,0,0,0,1,1
"168","東京メトロ丸ノ内線 中野坂上駅 3階建 築31年","https://suumo.jp/chintai/jnc_000048121720/?bc=100151848811",60000,3000,60000,60000,"東京都中野区本町１","東京メトロ丸ノ内線/中野坂上駅 歩6分","都営大江戸線/西新宿五丁目駅 歩8分","ＪＲ中央線/東中野駅 歩20分","1K","洋6 K1.5",17.01,31,2,"南","鉄骨",35.6940466380986,139.684139885097,"バルコニー、エアコン、クロゼット、フローリング、室内洗濯置、陽当り良好、南向き、照明付、全居室洋室、全居室フローリング、2沿線利用可、ネット専用回線、エアコン全室、2駅利用可、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、全居室6畳以上、都市ガス、保証会社利用可、初期費用カード決済可",0,63000,377.071063950367,0,0,0,0,0,0,0,0
"169","中野コーポビアネーズ","https://suumo.jp/chintai/jnc_000047108503/?bc=100148140940",130000,0,130000,130000,"東京都中野区本町２","東京メトロ丸ノ内線/中野坂上駅 歩1分","ＪＲ中央線/東中野駅 歩17分","ＪＲ中央線/中野駅 バス12分 (バス停)中野坂上駅 歩2分","1LDK","洋4.5 LDK12.0",36.67,46,10,"西","鉄骨鉄筋",35.6969456411045,139.680379822101,"バストイレ別、バルコニー、エアコン、クロゼット、フローリング、室内洗濯置、システムキッチン、温水洗浄便座、脱衣所、エレベーター、2口コンロ、光ファイバー、照明付、分譲賃貸、グリル付、全居室洋室、保証人不要、敷金1ヶ月、全居室フローリング、キッチンに窓、始発駅、3駅以上利用可、3沿線以上利用可、駅徒歩5分以内、バス停徒歩3分以内、LDK12畳以上、都市ガス、年内入居可、礼金1ヶ月、初期費用カード決済可",1,130000,167.337194146497,1,0,0,0,0,0,1,1
"170","中野コーポビアネーズ","https://suumo.jp/chintai/jnc_000048031183/?bc=100150975954",130000,0,130000,130000,"東京都中野区本町２","東京メトロ丸ノ内線/中野坂上駅 歩1分","東京メトロ丸ノ内線/中野新橋駅 歩14分","都営大江戸線/西新宿五丁目駅 歩16分","1LDK","洋4.5 LDK12",36.67,46,10,"-","鉄骨鉄筋",35.6969389756575,139.680395376556,"バストイレ別、バルコニー、エアコン、クロゼット、フローリング、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、温水洗浄便座、エレベーター、駐輪場、光ファイバー、3口以上コンロ、分譲賃貸、保証人不要、全居室フローリング、仲手0.54ヶ月、眺望良好、24時間換気システム、高層階、敷地内ごみ置き場、都市ガス、保証会社利用可、初期費用カード決済可、通風良好",1,130000,165.99395446238,1,0,0,0,0,1,0,1
"171","エタニティーマンション和田第二 205号室","https://suumo.jp/chintai/jnc_000031031618/?bc=100150730771",79000,5000,79000,79000,"東京都中野区本町２","東京メトロ丸ノ内線/中野坂上駅 歩3分","東京メトロ丸ノ内線/中野新橋駅 歩12分","都営大江戸線/西新宿五丁目駅 歩14分","1K","洋6 K2",20.58,22,2,"南","鉄筋コン",35.6963029493939,139.680770369365,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、オートロック、陽当り良好、シューズボックス、南向き、即入居可、2面採光、敷金1ヶ月、2沿線利用可、2駅利用可、3駅以上利用可、3沿線以上利用可、駅徒歩5分以内、都市ガス、礼金1ヶ月、初期費用カード決済可",0,84000,156.255501886624,1,0,0,1,0,0,0,0
"172","エタニティーマンション和田第２","https://suumo.jp/chintai/jnc_000040517200/?bc=100148070849",79000,5000,79000,79000,"東京都中野区本町２","東京メトロ丸ノ内線/中野坂上駅 歩2分","東京メトロ丸ノ内線/中野新橋駅 歩12分","都営大江戸線/西新宿五丁目駅 歩14分","1K","-",18.8,24,2,"西","鉄筋コン",35.6964201590573,139.680809805556,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、オートロック、シューズボックス、角住戸、即入居可、敷金1ヶ月、3駅以上利用可、3沿線以上利用可、駅徒歩5分以内、都市ガス、BS、礼金1ヶ月",0,84000,146.501892846981,1,1,0,1,0,0,0,0
"173","エタニティーマンション和田第２","https://suumo.jp/chintai/jnc_000027826959/?bc=100139831378",108000,5000,108000,108000,"東京都中野区本町２","東京メトロ丸ノ内線/中野坂上駅 歩2分","東京メトロ丸ノ内線/中野新橋駅 歩12分","都営大江戸線/西新宿五丁目駅 歩14分","1K","-",24.33,24,4,"南","鉄筋コン",35.6964201590573,139.680809805556,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、フローリング、オートロック、室内洗濯置、シューズボックス、システムキッチン、南向き、追焚機能浴室、角住戸、2口コンロ、即入居可、最上階、敷金1ヶ月、3駅以上利用可、3沿線以上利用可、駅徒歩5分以内、上階無し、都市ガス、BS、礼金1ヶ月",0,113000,146.501892846981,1,1,0,1,0,0,1,0
"174","エタニティマンション和田第２","https://suumo.jp/chintai/jnc_000037705004/?bc=100151764365",119000,5000,119000,119000,"東京都中野区本町２","東京メトロ丸ノ内線/中野坂上駅 歩2分","ＪＲ中央線/中野駅 歩20分","東京メトロ丸ノ内線/新中野駅 歩15分","1DK","洋6 DK7",32.7,24,4,"南","鉄筋コン",35.6963507244017,139.680869525331,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、南向き、角住戸、脱衣所、2口コンロ、駐輪場、CATV、光ファイバー、外壁タイル張り、即入居可、閑静な住宅地、2面採光、最上階、出窓、グリル付、ウォークインクロゼット、敷金1ヶ月、南西角住戸、全居室フローリング、ガスレンジ付、玄関ホール、2沿線利用可、駅まで平坦、緑豊かな住宅地、保証金不要、浴室に窓、天窓、3駅以上利用可、駅徒歩5分以内、上階無し、敷地内ごみ置き場、都市ガス、ワイドバルコニー、BS、礼金1ヶ月、初期費用カード決済可",0,124000,145.840327288314,1,1,0,1,0,0,1,0
"175","東京メトロ丸ノ内線 中野坂上駅 5階建 築34年","https://suumo.jp/chintai/jnc_000047738256/?bc=100108152462",1e+05,5000,1e+05,1e+05,"東京都中野区中央２","東京メトロ丸ノ内線/中野坂上駅 歩2分","東京メトロ丸ノ内線/中野新橋駅 歩14分","都営大江戸線/西新宿五丁目駅 歩17分","2K","洋7 洋5 K3",41.63,34,2,"南","鉄筋コン",35.6976450059643,139.680452009456,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、室内洗濯置、陽当り良好、シューズボックス、南向き、脱衣所、2口コンロ、駐輪場、CATV、光ファイバー、即入居可、2面採光、全居室洋室、振分、保証人不要、敷金1ヶ月、南西角住戸、全居室フローリング、2沿線利用可、内階段、ルームシェア相談、始発駅、3駅以上利用可、駅徒歩5分以内、都市ガス、南面バルコニー、礼金1ヶ月、初期費用カード決済可",0,105000,172.764515341046,1,1,0,0,0,0,1,0
"176","ラクラス新中野","https://suumo.jp/chintai/jnc_000047953788/?bc=100151853873",153000,10000,153000,0,"東京都中野区本町４","東京メトロ丸ノ内線/中野新橋駅 歩5分","東京メトロ丸ノ内線/新中野駅 歩8分","東京メトロ丸ノ内線/中野坂上駅 歩11分","1LDK","洋4.4 LDK14.2",44.97,12,5,"南","鉄筋コン",35.6956222812858,139.673948777708,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、南向き、追焚機能浴室、角住戸、温水洗浄便座、脱衣所、エレベーター、洗面所独立、洗面化粧台、2口コンロ、駐輪場、宅配ボックス、CATV、光ファイバー、外壁タイル張り、礼金不要、閑静な住宅地、2面採光、対面式キッチン、防犯カメラ、独立型キッチン、ペット相談、IHクッキングヒーター、オートバス、グリル付、東南角住戸、敷金1ヶ月、全居室フローリング、玄関ホール、エアコン2台、駅まで平坦、緑豊かな住宅地、エアコン全室、保証金不要、内階段、南面リビング、始発駅、3駅以上利用可、駅前、駅徒歩5分以内、高層階、24時間ゴミ出し可、敷地内ごみ置き場、LDK12畳以上、都市ガス、洗面所にドア、ワイドバルコニー、シューズWIC、BS",0,163000,765.777666411519,1,1,1,1,1,0,1,1
"177","ラクラス新中野","https://suumo.jp/chintai/jnc_000047813199/?bc=100150481753",153000,11000,153000,153000,"東京都中野区本町４","東京メトロ丸ノ内線/中野新橋駅 歩5分","都営大江戸線/中野坂上駅 歩11分","東京メトロ丸ノ内線/新中野駅 歩9分","1LDK","洋4.4 LD12.1",44.97,12,5,"南","鉄筋コン",35.6956320016972,139.673925168281,"バストイレ別、バルコニー、エアコン、クロゼット、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、南向き、追焚機能浴室、角住戸、温水洗浄便座、脱衣所、エレベーター、洗面所独立、洗面化粧台、宅配ボックス、外壁タイル張り、2面採光、3口以上コンロ、防犯カメラ、ペット相談、IHクッキングヒーター、グリル付、全居室洋室、保証人不要、単身者相談、仲介手数料不要、敷金1ヶ月、二人入居相談、全居室フローリング、ディンプルキー、ネット専用回線、眺望良好、ダブルロックキー、24時間換気システム、L字型キッチン、南面リビング、耐火構造、耐震構造、3駅以上利用可、3沿線以上利用可、駅徒歩5分以内、敷地内ごみ置き場、LDK12畳以上、都市ガス、洗面所にドア、南面バルコニー、玄関収納、高速ネット対応、礼金1ヶ月、保証会社利用可、IT重説 対応物件、初期費用カード決済可、通風良好",0,164000,767.64350157311,1,1,1,1,1,1,0,1
"178","デュオ・スカーラ中野坂上","https://suumo.jp/chintai/jnc_000047738293/?bc=100151764422",115000,10000,115000,115000,"東京都中野区弥生町１","東京メトロ丸ノ内線/中野坂上駅 歩10分","都営大江戸線/西新宿五丁目駅 歩8分","東京メトロ丸ノ内線/中野新橋駅 歩7分","1DK","洋5 DK6.4",34,18,8,"東","鉄筋コン",35.6914506915556,139.67925125556,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、シャワー付洗面台、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、追焚機能浴室、角住戸、温水洗浄便座、脱衣所、エレベーター、洗面所独立、洗面化粧台、2口コンロ、駐輪場、宅配ボックス、光ファイバー、外壁タイル張り、閑静な住宅地、2面採光、防犯カメラ、ペット相談、分譲賃貸、オートバス、グリル付、24時間緊急通報システム、全居室フローリング、ガスレンジ付、玄関ホール、2沿線利用可、ディンプルキー、ネット専用回線、駅まで平坦、ネット使用料不要、キッチンに窓、緑豊かな住宅地、ダブルロックキー、浴室に窓、事務所相談、24時間換気システム、内階段、楽器相談、ISDN対応、3駅以上利用可、駅徒歩10分以内、24時間ゴミ出し可、敷地内ごみ置き場、セキュリティ会社加入済、都市ガス、洗面所に窓、洗面所にドア、ワイドバルコニー、BS",0,125000,678.414240910073,1,1,1,1,1,0,1,1
"179","東京メトロ丸ノ内線 中野新橋駅 9階建 築18年","https://suumo.jp/chintai/jnc_000047776334/?bc=100151186324",115000,10000,115000,115000,"東京都中野区弥生町１","東京メトロ丸ノ内線/中野新橋駅 歩7分","東京メトロ丸ノ内線/中野坂上駅 歩10分","都営大江戸線/西新宿五丁目駅 歩8分","1DK","洋5 DK6.4",34,18,6,"北東","鉄筋コン",35.6914631907457,139.679274864079,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、追焚機能浴室、角住戸、温水洗浄便座、脱衣所、エレベーター、洗面所独立、洗面化粧台、2口コンロ、駐輪場、宅配ボックス、CATV、光ファイバー、外壁タイル張り、2面採光、ペット相談、照明付、分譲賃貸、オートバス、グリル付、全居室洋室、保証人不要、敷金1ヶ月、二人入居相談、バイク置場、デザイナーズ、2沿線利用可、ネット専用回線、保証金不要、24時間換気システム、3方角住戸、2駅利用可、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、24時間ゴミ出し可、都市ガス、年内入居可、礼金1ヶ月、初期費用カード決済可",0,125000,676.295343150869,1,1,1,1,1,0,1,1
"180","東京メトロ丸ノ内線 中野坂上駅 9階建 築18年","https://suumo.jp/chintai/jnc_000047841314/?bc=100150459902",129000,9000,129000,129000,"東京都中野区弥生町１","東京メトロ丸ノ内線/中野坂上駅 歩10分","都営大江戸線/西新宿五丁目駅 歩8分","東京メトロ丸ノ内線/中野新橋駅 歩7分","1DK","洋5 DK6.4",34,18,8,"北","鉄筋コン",35.6914604120263,139.679227923898,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、シャワー付洗面台、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、追焚機能浴室、角住戸、温水洗浄便座、脱衣所、エレベーター、洗面所独立、駐輪場、宅配ボックス、CATV、光ファイバー、外壁タイル張り、閑静な住宅地、2面採光、BS・CS、3口以上コンロ、防犯カメラ、ペット相談、全居室収納、分譲賃貸、グリル付、単身者相談、敷金1ヶ月、二人入居相談、全居室フローリング、玄関ホール、CS、眺望良好、24時間換気システム、クロゼット2ヶ所、平坦地、始発駅、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、敷地内ごみ置き場、都市ガス、洗面所にドア、玄関収納、BS、高速ネット対応、礼金1ヶ月、保証会社利用可、通風良好",0,138000,678.265491148238,1,1,1,1,1,1,0,1
"181","ルーブル中野坂上参番館","https://suumo.jp/chintai/jnc_000047890163/?bc=100150955578",76000,9600,0,76000,"東京都中野区中央３","東京メトロ丸ノ内線/中野坂上駅 歩9分","都営大江戸線/中野坂上駅 歩9分","東京メトロ丸ノ内線/新中野駅 歩9分","1K","洋6 K2.0",20.25,11,2,"北","鉄筋コン",35.699392436353,139.675479875657,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、システムキッチン、温水洗浄便座、エレベーター、2口コンロ、駐輪場、宅配ボックス、光ファイバー、外壁タイル張り、BS・CS、防犯カメラ、照明付、全居室収納、分譲賃貸、全居室洋室、全居室フローリング、2沿線利用可、CS、保証金不要、2駅利用可、3駅以上利用可、駅徒歩10分以内、24時間ゴミ出し可、敷地内ごみ置き場、全居室6畳以上、都市ガス、BS、マルチメディアコンセント、保証会社利用可、初期費用カード決済可",0,85600,662.722407770907,1,0,1,1,1,0,1,1
"182","ルーブル中野坂上参番館","https://suumo.jp/chintai/jnc_000033005836/?bc=100151745066",81000,9600,0,81000,"東京都中野区中央３","ＪＲ中央線/中野駅 歩17分","東京メトロ丸ノ内線/中野坂上駅 歩9分","東京メトロ丸ノ内線/新中野駅 歩9分","1K","洋6 K2.0",20.25,11,4,"北","鉄筋コン",35.699392436353,139.675479875657,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、システムキッチン、角住戸、温水洗浄便座、エレベーター、2口コンロ、宅配ボックス、光ファイバー、外壁タイル張り、BS・CS、敷金不要、防犯カメラ、照明付、分譲賃貸、仲介手数料不要、全居室フローリング、2沿線利用可、ディンプルキー、CS、保証金不要、24時間換気システム、2駅利用可、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、24時間ゴミ出し可、敷地内ごみ置き場、都市ガス、BS、初期費用カード決済可",0,90600,662.722407770907,1,1,1,1,1,0,1,1
"183","サンライズヒルズ","https://suumo.jp/chintai/jnc_000040229325/?bc=100149343971",132000,2000,132000,132000,"東京都中野区本町４","東京メトロ丸ノ内線/中野新橋駅 歩5分","東京メトロ丸ノ内線/新中野駅 歩8分","都営大江戸線/中野坂上駅 歩12分","1LDK","洋4.5 LDK13.5",39.74,6,3,"東","鉄筋コン",35.6953986786274,139.67331106557,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、シャワー付洗面台、TVインターホン、オートロック、室内洗濯置、シューズボックス、システムキッチン、南向き、追焚機能浴室、角住戸、脱衣所、洗面所独立、洗面化粧台、2口コンロ、駐輪場、CATV、光ファイバー、外壁タイル張り、閑静な住宅地、2面採光、最上階、対面式キッチン、照明付、オートバス、全居室洋室、敷金1ヶ月、CATVインターネット、二人入居相談、全居室フローリング、エアコン2台、ネット専用回線、全室南向き、南面2室、南面リビング、3方角住戸、全室2面採光、始発駅、3駅以上利用可、3沿線以上利用可、駅徒歩5分以内、駅徒歩10分以内、上階無し、LDK12畳以上、都市ガス、洗面所にドア、年内入居可、礼金1ヶ月、保証会社利用可",1,134000,827.496021109092,1,1,0,1,0,0,1,0
"184","マイプラン中野坂上","https://suumo.jp/chintai/jnc_000017598763/?bc=100149708863",65000,4000,0,65000,"東京都中野区中央１","東京メトロ丸ノ内線/中野坂上駅 歩7分","都営大江戸線/中野坂上駅 歩7分","ＪＲ中央線/東中野駅 歩11分","ワンルーム","洋5.5 ロフト 3.4",17.05,3,1,"南","木造",35.6999931769126,139.684312685522,"TVインターホン、オートロック、室内洗濯置、陽当り良好、システムキッチン、南向き、閑静な住宅地、敷金不要、全居室フローリング、ディンプルキー、緑豊かな住宅地、眺望良好、ダブルロックキー、保証金不要、24時間換気システム、平坦地、築3年以内、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、都市ガス、フットライト、BS、マルチメディアコンセント、礼金1ヶ月、初期費用カード決済可",0,69000,376.026494268213,0,0,0,1,0,0,0,0
"185","アーバンライフ中野坂上","https://suumo.jp/chintai/jnc_000047394417/?bc=100150590807",75000,4000,75000,75000,"東京都中野区本町２","東京メトロ丸ノ内線/中野坂上駅 歩8分","東京メトロ丸ノ内線/中野新橋駅 歩6分","都営大江戸線/西新宿五丁目駅 歩7分","1K","-",24.7,25,2,"南","鉄筋コン",35.6924853071273,139.679727560581,"バストイレ別、バルコニー、エアコン、クロゼット、フローリング、オートロック、室内洗濯置、シューズボックス、システムキッチン、角住戸、宅配ボックス、BS・CS、IHクッキングヒーター、照明付、全居室洋室、保証人不要、敷金1ヶ月、全居室フローリング、2沿線利用可、CS、ネット専用回線、保証金不要、2駅利用可、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、敷地内ごみ置き場、都市ガス、玄関収納、BS、礼金1ヶ月、保証会社利用可、初期費用カード決済可",0,79000,555.966935214488,1,1,0,1,1,0,0,0
"186","本町ＳＤビル 501号室","https://suumo.jp/chintai/jnc_000047841284/?bc=100150719947",92000,3000,92000,92000,"東京都中野区本町３","東京メトロ丸ノ内線/中野坂上駅 歩5分","東京メトロ丸ノ内線/新中野駅 歩10分","東京メトロ丸ノ内線/中野新橋駅 歩11分","1DK","洋7.5 DK10",42,44,5,"南","鉄骨鉄筋",35.697494332332,139.675690213241,"バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、室内洗濯置、シューズボックス、南向き、洗面所独立、洗面化粧台、2口コンロ、即入居可、2面採光、最上階、全居室洋室、デザイナーズ、1フロア1住戸、3駅以上利用可、3沿線以上利用可、全居室6畳以上、都市ガス",0,95000,593.187757821175,1,0,0,0,0,0,1,0
"187","CielBleu中野坂上 102号室","https://suumo.jp/chintai/jnc_000047299875/?bc=100148455128",87000,4000,87000,0,"東京都中野区中央２","東京メトロ丸ノ内線/中野坂上駅 歩8分","ＪＲ中央線/東中野駅 歩11分","東京メトロ丸ノ内線/新中野駅 歩13分","1K","洋7.4 K2",22.79,0,1,"北東","木造",35.7007731891979,139.678296237981,"バストイレ別、エアコン、クロゼット、フローリング、シャワー付洗面台、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、温水洗浄便座、脱衣所、洗面所独立、洗面化粧台、2口コンロ、宅配ボックス、光ファイバー、即入居可、礼金不要、閑静な住宅地、防犯カメラ、IHクッキングヒーター、敷金1ヶ月、二人入居相談、ネット使用料不要、保証金不要、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、敷地内ごみ置き場、当社管理物件、プロパンガス、初期費用カード決済可",0,91000,543.759858224825,1,0,1,1,1,0,1,1
"188","CielBleu中野坂上 104号室","https://suumo.jp/chintai/jnc_000047307527/?bc=100151898147",94000,4000,94000,0,"東京都中野区中央２","東京メトロ丸ノ内線/中野坂上駅 歩8分","ＪＲ中央線/東中野駅 歩11分","東京メトロ丸ノ内線/新中野駅 歩13分","ワンルーム","洋10.8",25.05,0,1,"西","木造",35.7007731891979,139.678296237981,"バストイレ別、エアコン、クロゼット、フローリング、シャワー付洗面台、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、角住戸、温水洗浄便座、脱衣所、洗面所独立、洗面化粧台、2口コンロ、宅配ボックス、光ファイバー、即入居可、礼金不要、閑静な住宅地、対面式キッチン、防犯カメラ、IHクッキングヒーター、敷金1ヶ月、二人入居相談、ネット使用料不要、保証金不要、全室2面採光、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、敷地内ごみ置き場、当社管理物件、プロパンガス、初期費用カード決済可",0,98000,543.759858224825,1,1,1,1,1,0,1,1
"189","CielBleu中野坂上 304G号室","https://suumo.jp/chintai/jnc_000047307531/?bc=100151898105",1e+05,4000,1e+05,1e+05,"東京都中野区中央２","東京メトロ丸ノ内線/中野坂上駅 歩8分","ＪＲ中央線/東中野駅 歩11分","東京メトロ丸ノ内線/新中野駅 歩13分","ワンルーム","洋10.8",25.05,0,3,"西","木造",35.7007731891979,139.678296237981,"バストイレ別、バルコニー、エアコン、クロゼット、フローリング、シャワー付洗面台、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、角住戸、温水洗浄便座、脱衣所、洗面所独立、洗面化粧台、2口コンロ、宅配ボックス、光ファイバー、即入居可、閑静な住宅地、最上階、対面式キッチン、防犯カメラ、IHクッキングヒーター、敷金1ヶ月、二人入居相談、ネット使用料不要、保証金不要、全室2面採光、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、敷地内ごみ置き場、当社管理物件、プロパンガス、礼金1ヶ月、初期費用カード決済可",0,104000,543.759858224825,1,1,1,1,1,0,1,1
